:  flukh
diskvalifitsirndike: diskvalifitsir
diskvalifitsirndiker: diskvalifitsir
diskvalifitsirndikn: diskvalifitsir
diskvalifitsirndiks: diskvalifitsir
diskvalifitsirst: diskvalifitsir
diskvalifitsirstu: diskvalifitsir
diskvalifitsirt: diskvalifitsir
diskvalifitsirte: diskvalifitsir
diskvalifitsirter: diskvalifitsir
diskvalifitsirtn: diskvalifitsir
diskvalifitsirts: diskvalifitsir
disonants: disonants
disonantsn: disonants
dispozitsye: dispozitsye
dispozitsyes: dispozitsye
disproports: disproports
disproportsn: disproports
disprosyum: disprosyum
disput: disput
disputant: disputant
disputantn: disputant
disputatsye: disputatsye
disputatsyes: disputatsye
disputn: disput
distants: distants
distantsir: distantsir
distantsirn: distantsir
distantsirndik: distantsir
distantsirndike: distantsir
distantsirndiker: distantsir
distantsirndikn: distantsir
distantsirndiks: distantsir
distantsirst: distantsir
distantsirstu: distantsir
distantsirt: distantsir
distantsirte: distantsir
distantsirter: distantsir
distantsirtn: distantsir
distantsirts: distantsir
distantsn: distants
distilir: distilir
distilir-aparat: distilir-aparat
distilir-aparatn: distilir-aparat
distilirn: distilir
distilirndik: distilir
distilirndike: distilir
distilirndiker: distilir
distilirndikn: distilir
distilirndiks: distilir
distilirst: distilir
distilirstu: distilir
distilirt: distilir
distilirte: distilir
distilirter: distilir
distilirtn: distilir
distilirts: distilir
distrikt: distrikt
distriktn: distrikt
distsiplin: distsiplin
distsiplinen: distsiplin
distsiplinir: distsiplinir
distsiplinirn: distsiplinir
distsiplinirndik: distsiplinir
distsiplinirndike: distsiplinir
distsiplinirndiker: distsiplinir
distsiplinirndikn: distsiplinir
distsiplinirndiks: distsiplinir
distsiplinirst: distsiplinir
distsiplinirstu: distsiplinir
distsiplinirt: distsiplinir
distsiplinirte: distsiplinir
distsiplinirter: distsiplinir
distsiplinirtn: distsiplinir
distsiplinirts: distsiplinir
divan: divan
divandele: divan
divandelekh: divan
divandl: divan
divandlekh: divan
divanen: divan
divanes: divan
diverzye: diverzye
diverzyes: diverzye
dividend: dividend
dividendn: dividend
divizir: divizir
divizirn: divizir
divizirndik: divizir
divizirndike: divizir
divizirndiker: divizir
divizirndikn: divizir
divizirndiks: divizir
divizirst: divizir
divizirstu: divizir
divizirt: divizir
divizirte: divizir
divizirter: divizir
divizirtn: divizir
divizirts: divizir
divizye: divizye
divizyes: divizye
divrey: divrey
dizelbe: dizelbe
dizelbike: dizelbike
dizhur: dizhur
dizhurir: dizhurir
dizhurirn: dizhurir
dizhurirndik: dizhurir
dizhurirndike: dizhurir
dizhurirndiker: dizhurir
dizhurirndikn: dizhurir
dizhurirndiks: dizhurir
dizhurirst: dizhurir
dizhurirstu: dizhurir
dizhurirt: dizhurir
dizhurirte: dizhurir
dizhurirter: dizhurir
dizhurirtn: dizhurir
dizhurirts: dizhurir
dizhurn: dizhur dizhurn
dizhurne: dizhurn
dizhurnem: dizhurn
dizhurner: dizhurn
dizhurns: dizhurn
dkhak: dkhak
dl: kin
dlekh: kin
dlibe: dlibe
dliben: dlibe
dlibendik: dlibe
dlibendike: dlibe
dlibendiker: dlibe
dlibendikn: dlibe
dlibendiks: dlibe
dlibest: dlibe
dlibestu: dlibe
dlibet: dlibe
dlonye: dlonye
dlonyes: dlonye
dlot: dlot
dlotn: dlot
dlube: dlube
dluben: dlube
dlubendik: dlube
dlubendike: dlube
dlubendiker: dlube
dlubendikn: dlube
dlubendiks: dlube
dlubest: dlube
dlubestu: dlube
dlubet: dlube
dno: dno
dnoen: dno
dnoes: dno
dnyepr: dnyepr
dnyester: dnyester
do: do
dobive: dobive
dobiven: dobive
dobivendik: dobive
dobivendike: dobive
dobivendiker: dobive
dobivendikn: dobive
dobivendiks: dobive
dobivest: dobive
dobivestu: dobive
dobivet: dobive
dobivete: dobive
dobiveter: dobive
dobivetn: dobive
dobivets: dobive
doblin: doblin
dobliner: dobliner
dobranots: dobranots
dobuve: dobuve
dobuven: dobuve
dobuvendik: dobuve
dobuvendike: dobuve
dobuvendiker: dobuve
dobuvendikn: dobuve
dobuvendiks: dobuve
dobuvest: dobuve
dobuvestu: dobuve
dobuvet: dobuve
dobuvete: dobuve
dobuveter: dobuve
dobuvetn: dobuve
dobuvets: dobuve
dobzhin: dobzhin
dogesh: dogesh
dogmatiker: dogmatiker
dogmatikers: dogmatiker
dogmatish: dogmatish
dogmatishe: dogmatish
dogmatisher: dogmatish
dogmatishes: dogmatish
dogmatishn: dogmatish
dogmatizm: dogmatizm
dogmatizmen: dogmatizm
dogme: dogme
dogmes: dogme
doik: do
doikayt: doikayt
doikaytn: doikayt
doike: do
doiker: do
doikn: do
doiks: do
dok: dok
dokh: dokh
dokhene: dokhene
dokhenes: dokhene
doklad: doklad
dokladn: doklad
dokn: dok
dokter: dokter
dokterin: dokterin
dokterins: dokterin
dokterke: dokterke
dokterkes: dokterke
dokterl: dokterl
doktern: dokter
dokterndik: dokter
dokterndike: dokter
dokterndiker: dokter
dokterndikn: dokter
dokterndiks: dokter
doktershe: doktershe
doktershes: doktershe
dokterst: dokter
dokterstu: dokter
doktert: dokter
doktor: doktor
doktorant: doktorant
doktorantn: doktorant
doktorat: doktorat
doktoratn: doktorat
doktorn: doktor
doktorshe: doktorshe
doktorshes: doktorshe
doktorye: doktorye
doktoyrem: dokter
doktoyremlekh: dokterl
doktrin: doktrin
doktrine: doktrine
doktrinen: doktrin
doktrines: doktrine
dokument: dokument
dokumental: dokument
dokumentale: dokument
dokumentaler: dokument
dokumentaln: dokument
dokumentals: dokument
dokumentar: dokumentar
dokumentare: dokumentar
dokumentarer: dokumentar
dokumentarn: dokumentar
dokumentars: dokumentar
dokumentatsye: dokumentatsye
dokumentatsyes: dokumentatsye
dokumentir: dokumentir
dokumentirn: dokumentir
dokumentirndik: dokumentir
dokumentirndike: dokumentir
dokumentirndiker: dokumentir
dokumentirndikn: dokumentir
dokumentirndiks: dokumentir
dokumentirst: dokumentir
dokumentirstu: dokumentir
dokumentirt: dokumentir
dokumentirte: dokumentir
dokumentirter: dokumentir
dokumentirtn: dokumentir
dokumentirts: dokumentir
dokumentn: dokument
dokutshe: dokutshe
dokutshen: dokutshe
dokutshendik: dokutshe
dokutshendike: dokutshe
dokutshendiker: dokutshe
dokutshendikn: dokutshe
dokutshendiks: dokutshe
dokutshest: dokutshe
dokutshestu: dokutshe
dokutshet: dokutshe
dokutshete: dokutshe
dokutsheter: dokutshe
dokutshetn: dokutshe
dokutshets: dokutshe
dolar: dolar
dolardik: dolar
dolardike: dolar
dolardiker: dolar
dolardikn: dolar
dolardiks: dolar
dolarn: dolar
dolene: dolene
dolenes: dolene
dolete: dolete
doletes: dolete
dolmetsher: dolmetsher
dolmetsherke: dolmetsherke
dolmetsherkes: dolmetsherke
dolmetshers: dolmetsher
dolye: dolye
dolyes: dolye
dombreve: dombreve
domem: dam
dominant: dominant
dominante: dominant
dominanter: dominant
dominantn: dominant
dominants: dominant
domine: domine
domines: domine
dominikaner: dominikaner
dominir: dominir
dominirn: dominir
dominirndik: dominir
dominirndike: dominir
dominirndiker: dominir
dominirndikn: dominir
dominirndiks: dominir
dominirst: dominir
dominirstu: dominir
dominirt: dominir
dominirte: dominir
dominirter: dominir
dominirtn: dominir
dominirts: dominir
dominirung: dominirung
dominirungen: dominirung
domino: domino
dominos: domino
domovik: domovik
domovikes: domovik
don: don
dona: dona
donershtik: donershtik
donershtikn: donershtik
donkikhotish: donkikhotish
donkikhotishe: donkikhotish
donkikhotisher: donkikhotish
donkikhotishes: donkikhotish
donkikhotishn: donkikhotish
donos: donos
donosele: donos
donoselekh: donos
donosl: donos
donoslekh: donos
donosn: donos
donzhe: donzhe
donzhen: donzhe
donzhendik: donzhe
donzhendike: donzhe
donzhendiker: donzhe
donzhendikn: donzhe
donzhendiks: donzhe
donzhest: donzhe
donzhestu: donzhe
donzhet: donzhe
dopl: dopl
dople: dopl
dopler: dopl
dopln: dopl
dopls: dopl
doplt: doplt
doplte: doplt
doplter: doplt
dopltn: doplt
doplts: doplt
dopros: dopros
doprosn: dopros
dor: dor
dor_hafloge: dor_hafloge
dorayso: dorayso
dorbyan: dorbyan
dorem: dorem
doremdik: doremdik
doremdike: doremdik
doremdiker: doremdik
doremdikere: doremdik
doremdikerer: doremdik
doremdikern: doremdik
doremdikers: doremdik
doremdikn: doremdik
doremdiks: doremdik
doremdikste: doremdik
doremdikster: doremdik
doremdikstn: doremdik
dorf: dorf
dorfish: dorf
dorfishe: dorf
dorfisher: dorf
dorfishes: dorf
dorfishn: dorf
dorfs-: dorfs-
dorfsgeyer: dorfsgeyer
dorfsgeyers: dorfsgeyer
dorfshendler: dorfs|hendler
dorfshendlers: dorfs|hendler
dorfslayt: dorfslayt dorfsman
dorfslaytn: dorfslayt
dorfsman: dorfsman
dorfsmoyd: dorfsmoyd
dorfsyid: dorfsyid
dorfsyidn: dorfsyid
dorn: dorn
dorobe: dorobe
doroben: dorobe
dorobendik: dorobe
dorobendike: dorobe
dorobendiker: dorobe
dorobendikn: dorobe
dorobendiks: dorobe
dorobest: dorobe
dorobestu: dorobe
dorobet: dorobe
dorobete: dorobe
dorobeter: dorobe
dorobetn: dorobe
dorobets: dorobe
dorsh: dorsh
dorshn: dorsh
dorsht: dorsht
dorshtik: dorsht
dorshtike: dorsht
dorshtiker: dorsht
dorshtikn: dorsht
dorshtiks: dorsht
dorshtn: dorsht
dorshtndik: dorsht
dorshtndike: dorsht
dorshtndiker: dorsht
dorshtndikn: dorsht
dorshtndiks: dorsht
dorshtst: dorsht
dorshtstu: dorsht
dort: dort
dortik: dortik
dortike: dortik
dortiker: dortik
dortikn: dortik
dortiks: dortik
dortn: dortn
dos: dos
dosade: dosade
dosades: dosade
dosdozike: dosdozike
dosik: dos
dosike: dos
dosiker: dos
dosikn: dos
dosiks: dos
dosn: dos
dosndik: dos
dosndike: dos
dosndiker: dos
dosndikn: dos
dosndiks: dos
dost: dos
dostu: dos
dots: dots
dotsent: dotsent
dotsentn: dotsent
dover: dover
doverakher: doverakher
dovyerenost: dovyerenost
dovyerenostn: dovyerenost
doyer: doyer
doyern: doyer
doyerndik: doyer
doyerndike: doyer
doyerndiker: doyer
doyerndikn: doyer
doyerndiks: doyer
doyerst: doyer
doyerstu: doyer
doyert: doyer
doyfek: doyfek
doyg: doyg
doykhek: doykhek
doyme: doyme
doymen: doymen
doyne: doyne
doynes: doyne
doyres: dor
doyres_: doyres_
doyres_n: doyres_
doyres_ndik: doyres_
doyres_ndike: doyres_
doyres_ndiker: doyres_
doyres_ndikn: doyres_
doyres_ndiks: doyres_
doyres_st: doyres_
doyres_stu: doyres_
doyres_t: doyres_
doyresdik: doyresdik
doyresdike: doyresdik
doyresdiker: doyresdik
doyresdikn: doyresdik
doyresdiks: doyresdik
doze: doze
dozes: doze
dozik: do
dozike: do
doziker: do
dozikn: do
doziks: do
dozir: dozir
dozirn: dozir
dozirndik: dozir
dozirndike: dozir
dozirndiker: dozir
dozirndikn: dozir
dozirndiks: dozir
dozirst: dozir
dozirstu: dozir
dozirt: dozir
dozirte: dozir
dozirter: dozir
dozirtn: dozir
dozirts: dozir
dozor: dozor
dozore: dozore
dozores: dozore
dozorshtibl: dozorshtibl
dozorshtiblekh: dozorshtibl
dozorts: dozorts
dozortses: dozorts
dr: dr
drab: drab
drabes: drab
drabke: drabke
drabkes: drabke
dragun: dragun
dragunen: dragun
draguner: draguner
draguners: draguner
drake: drake
draken: drake
drakendik: drake
drakendike: drake
drakendiker: drake
drakendikn: drake
drakendiks: drake
drakes: drake
drakest: drake
drakestu: drake
draket: drake
drakon: drakon
drakonen: drakon
dramat: dramat
dramatish: dramatish
dramatishe: dramatish
dramatisher: dramatish
dramatishes: dramatish
dramatishkayt: dramatishkayt
dramatishkaytn: dramatishkayt
dramatishn: dramatish
dramatizir: dramatizir
dramatizirn: dramatizir
dramatizirndik: dramatizir
dramatizirndike: dramatizir
dramatizirndiker: dramatizir
dramatizirndikn: dramatizir
dramatizirndiks: dramatizir
dramatizirst: dramatizir
dramatizirstu: dramatizir
dramatizirt: dramatizir
dramatizirte: dramatizir
dramatizirter: dramatizir
dramatizirtn: dramatizir
dramatizirts: dramatizir
dramatn: dramat
dramaturg: dramaturg
dramaturgish: dramaturg
dramaturgishe: dramaturg
dramaturgisher: dramaturg
dramaturgishes: dramaturg
dramaturgishn: dramaturg
dramaturgn: dramaturg
dramaturgye: dramaturgye
dramaturgyes: dramaturgye
drame: drame
drames: drame
dramkrayz: dramkrayz
dramkrayzn: dramkrayz
drang: drang
drangen: drang
drap: drap
drape: drape
drapen: drape
drapendik: drape
drapendike: drape
drapendiker: drape
drapendikn: drape
drapendiks: drape
drapene: drapn
drapenem: drapn
drapener: drapn
drapest: drape
drapestu: drape
drapet: drape
drapir: drapir
drapirn: drapir
drapirndik: drapir
drapirndike: drapir
drapirndiker: drapir
drapirndikn: drapir
drapirndiks: drapir
drapirst: drapir
drapirstu: drapir
drapirt: drapir
drapirte: drapir
drapirter: drapir
drapirtn: drapir
drapirts: drapir
drapn: drapn drap
drapns: drapn
drash: drash
drashele: drash
drashelekh: drash
drashl: drash
drashlekh: drash
drashn: drash
drastish: drastish
drastishe: drastish
drastisher: drastish
drastishes: drastish
drastishn: drastish
dratve: dratve
dratves: dratve
dravidish: dravidish
dravidishe: dravidish
dravidisher: dravidish
dravidishes: dravidish
dravidishn: dravidish
dray: dray
drayek: drayek
drayekekhdik: drayek
drayekekhdike: drayek
drayekekhdiker: drayek
drayekekhdikn: drayek
drayekekhdiks: drayek
drayekekhik: drayek
drayekekhike: drayek
drayekekhiker: drayek
drayekekhikn: drayek
drayekekhiks: drayek
drayekik: drayek
drayekike: drayek
drayekiker: drayek
drayekikn: drayek
drayekiks: drayek
drayekn: drayek
drayen: dray
drayer: drayer
drayerl: drayerl
drayerlekh: drayerl
drayerley: drayerley
drayers: drayer
drayfakh: drayfakh
drayfakhik: drayfakh
drayfakhike: drayfakh
drayfakhiker: drayfakh
drayfakhikn: drayfakh
drayfakhiks: drayfakh
drayfisik: drayfisik
drayfisike: drayfisik
drayfisiker: drayfisik
drayfisikn: drayfisik
drayfisiks: drayfisik
drayfus: drayfus
drayfusn: drayfus
draygorndik: draygorndik
draygorndike: draygorndik
draygorndiker: draygorndik
draygorndikn: draygorndik
draygorndiks: draygorndik
drayhundert: drayhundert
drayhunderte: drayhundert
drayhunderter: drayhundert
drayhundertn: drayhundert
drayhunderts: drayhundert
draypintele: pintl
draypintelekh: pintl
draypintl: pintl
draypintlekh: pintl
drayshprakhik: drayshprakhik
drayshprakhike: drayshprakhik
drayshprakhiker: drayshprakhik
drayshprakhikn: drayshprakhik
drayshprakhiks: drayshprakhik
drayshtubik: drayshtubik
drayshtubike: drayshtubik
drayshtubiker: drayshtubik
drayshtubikn: drayshtubik
drayshtubiks: drayshtubik
draysik: draysik
draysike: draysik
draysiker: draysik
draysikn: draysik
draysiks: draysik
draysikst: draysik
draysikste: draysik
draysikster: draysik
draysikstl: draysikstl
draysikstn: draysik
draysikyorik: draysikyorik
draysikyorike: draysikyorik
draysikyoriker: draysikyorik
draysikyorikn: draysikyorik
draysikyoriks: draysikyorik
drayteylik: drayteylik
drayteylike: drayteylik
drayteyliker: drayteylik
drayteylikn: drayteylik
drayteyliks: drayteylik
draytsn: draytsn
draytsnhundert: draytsnhundert
draytsnhunderte: draytsnhundert
draytsnhunderter: draytsnhundert
draytsnhundertn: draytsnhundert
draytsnhunderts: draytsnhundert
draytsnt: draytsn
draytsnte: draytsn
draytsnter: draytsn
draytsntl: draytsntl
draytsntn: draytsn
draytsnts: draytsn
draytsol: draytsol
drayyorik: drayyorik
drayyorike: drayyorik
drayyoriker: drayyorik
drayyorikn: drayyorik
drayyoriks: drayyorik
drayzl: drayzl
drayzlen: drayzl
drayzls: drayzl
drek: drek
drekfreser: drekfreser
drekfresers: drekfreser
drekik: drek
drekike: drek
drekiker: drek
drekikn: drek
drekiks: drek
dreksler: dreksler
drekslers: dreksler
drekzak: drekzak
drelye: drelye
drelyes: drelye
dreml: dreml
dremlen: dreml
dremlendik: dreml
dremlendike: dreml
dremlendiker: dreml
dremlendikn: dreml
dremlendiks: dreml
dremlst: dreml
dremlstu: dreml
dremlt: dreml
dren: dren
dreng: drong dreng
drengele: drong
drengelekh: drong
drengen: dreng
drengendik: dreng
drengendike: dreng
drengendiker: dreng
drengendikn: dreng
drengendiks: dreng
drenger: drenger drong
drengers: drenger
drengl: drong
drenglekh: drong
drengst: dreng
drengstu: dreng
drengt: dreng
drerd: drerd
dresh: dresh
dresher: dresher
dreshers: dresher
dreshmashin: dreshmashin
dreshmashinen: dreshmashin
dreshn: dresh
dreshndik: dresh
dreshndike: dresh
dreshndiker: dresh
dreshndikn: dresh
dreshndiks: dresh
dreshst: dresh
dreshstu: dresh
dresht: dresh
dreshtes: oysgedroshenerheyt
dreshtshes: oysgedroshenerheyt
dretele: dratve
dretelekh: dratve
dretl: dratve
dretlekh: dratve
drey: drey
dreybine: dreybine
dreybines: dreybine
dreybke: dreybke
dreybkes: dreybke
dreydele: drey
dreydelekh: drey
dreydl: drey
dreydldik: dreydldik
dreydldike: dreydldik
dreydldiker: dreydldik
dreydldikn: dreydldik
dreydldiks: dreydldik
dreydlekh: drey
dreyen: drey
dreyendik: drey
dreyendike: drey
dreyendiker: drey
dreyendikn: drey
dreyendiks: drey
dreyenish: dreyenish
dreyenishn: dreyenish
dreyer: dreyer
dreyers: dreyer
dreyf: dreyf
dreyferdele: ferdatsh
dreyferdelekh: ferdatsh
dreyferdl: ferdatsh
dreyferdlekh: ferdatsh
dreyfn: dreyf
dreyfndik: dreyf
dreyfndike: dreyf
dreyfndiker: dreyf
dreyfndikn: dreyf
dreyfndiks: dreyf
dreyfst: dreyf
dreyfstu: dreyf
dreyft: dreyf
dreyfus: dreyfus
dreyfuses: dreyfus
dreyfusn: dreyfus
dreykop: dreykop
dreykopn: dreykop
dreyorgl: dreyorgl
dreyorglen: dreyorgl
dreypunkt: dreypunkt
dreypunktn: dreypunkt
dreyst: drey dreyst
dreyste: dreyst
dreyster: dreyst
dreystere: dreyst
dreysterer: dreyst
dreystern: dreyst
dreysters: dreyst
dreystkayt: dreystkayt
dreystkaytn: dreystkayt
dreystn: dreyst
dreystste: dreyst
dreystster: dreyst
dreyststn: dreyst
dreystu: drey
dreyt: drey
dreytats: dreytats
dreytatsn: dreytats
dribl: dribl
driblen: dribl
driblendik: dribl
driblendike: dribl
driblendiker: dribl
driblendikn: dribl
driblendiks: dribl
driblst: dribl
driblstu: dribl
driblt: dribl
dribne: dribne
dribnem: dribne
dribner: dribne
dribnes: dribne
dribnink: dribnink
dribninke: dribnink
dribninker: dribnink
dribninkn: dribnink
dribninks: dribnink
dribnitshke: dribnitshke
dribnitshker: dribnitshke
dribnitshkes: dribnitshke
dribnitshkn: dribnitshke
drige: drige
drigen: drige
drigendik: drige
drigendike: drige
drigendiker: drige
drigendikn: drige
drigendiks: drige
drigest: drige
drigestu: drige
driget: drige
drik: drik
drike: drike
drikele: drike
drikelekh: drike
drikenish: drikenish
drikenishn: drikenish
drikes: drike
drikl: drike
driklekh: drike
drikn: drik
drikndik: drik
drikndike: drik
drikndiker: drik
drikndikn: drik
drikndiks: drik
drikst: drik
drikstu: drik
drikt: drik
drikung: drikung
drikungen: drikung
dril: dril
drilevate: drilevate
drilevater: drilevate
drilevates: drilevate
drilevatn: drilevate
drileve: drileve
drileven: drileve
drilevendik: drileve
drilevendike: drileve
drilevendiker: drileve
drilevendikn: drileve
drilevendiks: drileve
drilevest: drileve
drilevestu: drileve
drilevet: drileve
driln: dril
drilndik: dril
drilndike: dril
drilndiker: dril
drilndikn: dril
drilndiks: dril
drilst: dril
drilstu: dril
drilt: dril
driltsh: driltsh
drilye: drilye
drilyes: drilye
drim: drim
drimen: drim
driml: driml
drimlen: driml
drimlendik: driml
drimlendike: driml
drimlendiker: driml
drimlendikn: driml
drimlendiks: driml
drimlst: driml
drimlstu: driml
drimlt: driml
drinde: drinde
drindes: drinde
drinen: drinen
drinendik: drinen
drinendike: drinen
drinendiker: drinen
drinendikn: drinen
drinendiks: drinen
dring: dring
dringen: dring
dringendik: dring
dringendike: dring
dringendiker: dring
dringendikn: dring
dringendiks: dring
dringevdik: dringevdik
dringevdike: dringevdik
dringevdiker: dringevdik
dringevdikn: dringevdik
dringevdiks: dringevdik
dringlekh: dringlekh
dringlekhe: dringlekh
dringlekher: dringlekh
dringlekhn: dringlekh
dringlekhs: dringlekh
dringst: dring
dringstu: dring
